Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
Heartworn Highways,1976,Not Rated,1-May-76,92 min,"Documentary, Biography, Music",James Szalapski,James Szalapski,"Peggy Brooks, Guy Clark, David Allan Coe",The best music and the best whiskey come from the same part of the country.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOTJjZDQ5MWMtNWFkNS00MDRiLWE1NGYtMjY4ZDljYzFiOWEyXkEyXkFqcGdeQXVyMjI3NDAyNg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.8,854,tt0405963,movie,10-May-05,N/A,N/A,N/A,TRUE,
American Anarchist,2016,TV-MA,8-Oct-16,80 min,Documentary,Charlie Siskel,Charlie Siskel,"William Powell, Charlie Siskel, Ochan Kusuma-Powell","The story of one of the most infamous books ever written, ""The Anarchist Cookbook,"" and the role it's played in the life of its author, now 65, who wrote it at 19 in the midst of the counterculture upheaval of the late '60s and ea...",English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BZjhkZGNhYWYtN2M0My00ZTRkLTg2NzYtZjY4MTVjZGZlYTMwL2ltYWdlXkEyXkFqcGdeQXVyMTY2NTQ3ODc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,5.9,"1,791",tt6032170,movie,24-Mar-17,N/A,N/A,N/A,TRUE,
Dansen op de vulkaan,2014,N/A,30-Oct-14,81 min,Drama,Adriënne Wurpel,"Sjors Mans, Nils Verkooijen, Adriënne Wurpel","Nils Verkooijen, Marcel Musters, Mouna Goeman Borgesius","Maarten has an incurable matabolic disorder. His friend, Stefan, is the only one who knows. No one at his school, his danceschool, not even his new girlfriend named Roxanne. It's just Stefan. Maarten wants to be a normal boy and d...",Dutch,Netherlands,N/A,https://m.media-amazon.com/images/M/MV5BMTkzNDg3MDgwN15BMl5BanBnXkFtZTgwMDkwMzQ1MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",N/A,5.8,287,tt3323318,movie,N/A,N/A,N/A,N/A,TRUE,
The Truth Is in the Stars,2017,N/A,1-Jul-17,86 min,Documentary,J. Craig Thompson,J. Craig Thompson,"William Shatner, Ben Stiller, Tracy Drain","William Shatner sits down with scientists, innovators and celebrities to discuss how the optimism of ""Star Trek"" influenced multiple generations.",English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BMDFjMGM0YmMtYjAzYi00MDgzLTk1ZDUtY2IzYzA1ODFhMDJkXkEyXkFqcGdeQXVyNzc3NDkxOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,409,tt7104950,movie,N/A,N/A,N/A,N/A,TRUE,
Decanted.,2016,N/A,1-Nov-16,82 min,Documentary,Nick Kovacic,N/A,"Steve Reynolds, Julien Fayard, Heidi Barrett","Look inside one of the most intimate wine growing regions in the world, Napa Valley, as we follow the journey of new beginnings and mastering a craft.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMWIwNzllNzAtYjEwOS00MjZmLTljMDYtYWRhNWY4OWE2ZjI3XkEyXkFqcGdeQXVyMzI3OTM3MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]",N/A,5.7,227,tt6085362,movie,12-Apr-17,N/A,N/A,N/A,TRUE,
De Wachtkamer,2019,N/A,1-Apr-19,N/A,"Short, Drama",Dzenita Camo,Dzenita Camo,"Mirza Camo, Yi Man Lam",N/A,Dutch,Netherlands,N/A,https://m.media-amazon.com/images/M/MV5BNjA5ZmI0YmQtZGJlNC00Njg0LWI2NzAtNTU1Nzc1Y2RlNjI4XkEyXkFqcGdeQXVyNDYwNzE3NjM@._V1_SX300.jpg,[],N/A,N/A,N/A,tt9520228,movie,N/A,N/A,N/A,N/A,TRUE,
God of Love,2010,N/A,12-Jun-10,18 min,"Short, Comedy, Fantasy",Luke Matheny,Luke Matheny,"Luke Matheny, Marian Brock, Christopher Hirsh","A lovestruck, lounge-singing darts champion finds his prayers answered--literally--when he mysteriously receives a box of love-inducing darts.",N/A,United States,Won 1 Oscar. 6 wins total,https://m.media-amazon.com/images/M/MV5BOTcyODM0MjM0OF5BMl5BanBnXkFtZTcwMzU0MDE0NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,"1,868",tt1631323,movie,29-Jan-13,N/A,N/A,N/A,TRUE,
"I, Pet Goat II",2012,N/A,N/A,8 min,"Animation, Short, Drama",Louis Lefebvre,Louis Lefebvre,N/A,"I, Pet Goat II is an animated film brimming with silent messages and esoteric symbolism. While the movie has no dialog, each symbol tells a piece of a story that covers the fields of history, politics, war, occultism and spiritual...",English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BNDgzNmE4NzAtNmMwYy00NWEzLWE2YTUtNTU0MTcwNWExMWE0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjk3MTg0MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,654,tt2434578,movie,N/A,N/A,N/A,N/A,TRUE,
Sebastian's Voodoo,2008,N/A,7-Jun-08,4 min,"Animation, Short, Horror",Joaquin Baldwin,Joaquin Baldwin,N/A,A voodoo doll must find the courage to save his friends from being pinned to death.,English,United States,29 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMTc1NDI5MzI4Nl5BMl5BanBnXkFtZTcwMzY0MjAwMg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,"1,598",tt1305751,movie,N/A,N/A,N/A,N/A,TRUE,
8 citas,2008,N/A,18-Apr-08,95 min,"Comedy, Romance","Peris Romano, Rodrigo Sorogoyen","Peris Romano, Rodrigo Sorogoyen","Fernando Tejero, José Luis García-Pérez, Belén López",A press seller in love with a girl who goes against his kiosk; a man who reunites his childhood sweetheart; a young woman who wants something more with the girl that just lying down; a nervous kid with your second appointment; two...,Spanish,Spain,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BN2YxNzNlYjYtNDhlZS00ZDkxLWE2MWItNzg0NjhlZTQ5MjMwXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",N/A,6,698,tt1172974,movie,12-Apr-11,N/A,N/A,N/A,TRUE,
Struck,2008,N/A,N/A,7 min,"Short, Romance",Taron Lexton,Milena Ferreira,"David Aranovich, Jennifer Aspen, Lynsey Bartilson","On his way to work one day, Joel (Bodhi Elfman) is impaled through the chest by a three-foot arrow. But it doesn't harm him. And it won't come out. So Joel has to learn to deal - both with his newfound protrusion, and his own pain...",English,United States,7 wins,https://m.media-amazon.com/images/M/MV5BMjA0NDIxODY4OV5BMl5BanBnXkFtZTcwMTM5OTk1MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,641,tt1169167,movie,N/A,N/A,N/A,N/A,TRUE,
Surviving Sid,2008,G,9-Dec-08,7 min,"Animation, Short, Adventure, Comedy, Family","Galen T. Chu, Karen Disher","Yoni Brenner, Mike Reiss, Jon Vitti","John Leguizamo, Shane Baumel, Paul Butcher, Sean Michael Cunningham","On becoming aware that Sid is their camp counselor, the children quickly realize that Sid may not be qualified for the job.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZTE3MTRkNzItZmJjOS00YWMwLWE4MzktYTZiYWExMzI2NTFmXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,"1,316",tt1338677,movie,N/A,N/A,N/A,N/A,TRUE,
A esli eto lyubov?,1962,N/A,19-Mar-62,102 min,Drama,Yuli Raizman,"Iosif Olshansky, Nina Rudneva, Yuli Raizman","Zhanna Prokhorenko, Igor Pushkaryov, Aleksandra Nazarova",High schoolers Ksenia and Boris begin to understand that the feelings they share are more than just a friendship. But their first timid sentiment became apparent to people around them. They have to confront mocking schoolmates and...,Russian,Soviet Union,N/A,https://m.media-amazon.com/images/M/MV5BMmY0Y2Q2MzAtMjhjMC00Zjc3LTkyOTgtNzIwODFkZWE3YjMzXkEyXkFqcGdeQXVyNzM2MDE3MDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,258,tt0147806,movie,N/A,N/A,N/A,N/A,TRUE,
Puzzled Love,2011,Not Rated,1-Mar-12,84 min,"Comedy, Drama, Romance","Gaby Amione, Pau Balagué, Miriam Cañamares","Gaby Amione, Pau Balagué, Miriam Cañamares","Marcel Borràs, Saras Gil, Artur Busquets","After getting off to a rocky start, two exchange students in Barcelona -- Sun and Lucas -- find themselves falling in love. With only a year to be together, they're determined to make it the happiest one of their lives.","Spanish, English",Spain,N/A,https://m.media-amazon.com/images/M/MV5BMTg2NDE3MDQ3NF5BMl5BanBnXkFtZTgwNDk5ODYyNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",N/A,5.9,305,tt1849844,movie,6-Dec-16,N/A,N/A,N/A,TRUE,
La disparue de Deauville,2007,Not Rated,23-May-07,103 min,"Crime, Drama, Thriller",Sophie Marceau,"Sophie Marceau, Gianguido Spinelli, Jacques Deschamps","Christopher Lambert, Sophie Marceau, Nicolas Briançon","An inspector who just suffered a family tragedy is looking for a missing older man. Man's family is of no help, or are they hiding something? He is helped by a ghost of an actress who died 30 years ago, or is he slowly going insane?",French,France,N/A,https://m.media-amazon.com/images/M/MV5BZDBkMWI0NGUtOWM5MC00YjExLThjYzEtNWU4YWE4OWQzMGYyXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}]",N/A,4.8,754,tt0864918,movie,19-Jan-17,N/A,N/A,N/A,TRUE,
Je reste!,2003,N/A,1-Oct-03,102 min,"Comedy, Romance",Diane Kurys,Florence Quentin,"Sophie Marceau, Vincent Perez, Charles Berling",A wife fully devoted to her husband decides to live her dreams with a lover. Her husband doesn't give up and stays in their flat.,French,France,N/A,https://m.media-amazon.com/images/M/MV5BYmVhOTUwYjgtMmQxOC00ZTA1LTgxYTMtYmNmM2Q2ZTA0NGIxXkEyXkFqcGdeQXVyNTY0OTgzMzU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",N/A,5.3,765,tt0348841,movie,N/A,N/A,N/A,N/A,TRUE,
Fate,2001,N/A,9-Nov-01,119 min,Drama,Zeki Demirkubuz,"Zeki Demirkubuz, Albert Camus","Serdar Orçin, Zeynep Tokus, Engin Günaydin","Musa, who works as a bookkeeper in the customs office, believes in the emptiness and absurdity of life. He doesn't struggle to change his life; he lets himself flow along with events because he thinks that it all leads to the same...",Turkish,Turkey,9 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BNjEzNTUxOTE0MF5BMl5BanBnXkFtZTgwMTA2OTk1MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,"6,240",tt0287803,movie,N/A,N/A,N/A,N/A,TRUE,
Get Out,2017,R,24-Feb-17,104 min,"Horror, Mystery, Thriller",Jordan Peele,Jordan Peele,"Daniel Kaluuya, Allison Williams, Bradley Whitford","A young African-American visits his White girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.","English, Swahili","United States, Japan",Won 1 Oscar. 152 wins & 207 nominations total,https://m.media-amazon.com/images/M/MV5BMjUxMDQwNjcyNl5BMl5BanBnXkFtZTgwNzcwMzc0MTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85,7.8,"645,167",tt5052448,movie,9-May-17,"$176,196,665 ","Universal Pictures, QC Entertainment, Blumhouse Productions",N/A,TRUE,
The Abduction Club,2002,N/A,19-Jul-02,96 min,"Action, Adventure, Comedy",Stefan Schwartz,"Bill Britten, Richard Crawford","Alice Evans, Daniel Lapaine, Sophia Myles",A group of Irish noblemen kidnap girls in order to marry into their fortune and avoid becoming priests or soldiers.,"English, Italian","United Kingdom, France, Ireland, Germany",N/A,https://m.media-amazon.com/images/M/MV5BN2MwYmMzMzQtNjFmOS00ZTg3LTgxNmQtZjVmY2ZmZDI2YjllXkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}]",N/A,6.6,"1,758",tt0264333,movie,23-Mar-17,N/A,N/A,N/A,TRUE,
The Black Hole,1979,PG,21-Dec-79,98 min,"Action, Sci-Fi",Gary Nelson,"Jeb Rosebrook, Bob Barbash, Richard H. Landau","Maximilian Schell, Anthony Perkins, Robert Forster","A research vessel finds a missing ship, commanded by a mysterious scientist, on the edge of a black hole.",English,United States,Nominated for 2 Oscars. 8 nominations total,https://m.media-amazon.com/images/M/MV5BOGEzN2M5YTItZDRkZS00OWMxLTk3MTktZjZkNzExYWRjYjA5XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,5.9,"26,872",tt0078869,movie,3-Aug-04,"$35,841,901 ",N/A,N/A,TRUE,
Normal,2003,N/A,16-Mar-03,110 min,Drama,Jane Anderson,Jane Anderson,"Richard Bull, Mary Seibel, Danny Goldring",A Midwestern husband and father announces her plan to have a sex change operation.,English,United States,Won 1 Primetime Emmy. 4 wins & 21 nominations total,https://m.media-amazon.com/images/M/MV5BMTI1MjA2NTc0N15BMl5BanBnXkFtZTcwOTY4OTQyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.2,"3,414",tt0338290,movie,16-Jan-07,N/A,N/A,N/A,TRUE,
Nezhnyy vozrast,2000,N/A,1-Jun-00,130 min,Drama,Sergey Solovyov,"Dmitriy Solovev, Sergey Solovyov","Dmitriy Solovev, Yelena Kamayeva, George Anton",Ivan is the grandson of a military fighter pilot. The film explores the years of Ivan's adolescence through the prism of a trauma he incurred during an incident in the war.,Russian,Russia,5 wins & 11 nominations,https://m.media-amazon.com/images/M/MV5BYzJhNmUyZjAtMDZhMC00ODMzLTljNTEtMWJmZWNlNDMxNWQ3XkEyXkFqcGdeQXVyMjU4OTI3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,494,tt0292149,movie,N/A,N/A,N/A,N/A,TRUE,
This Way Up,2019–,N/A,8-Aug-19,25 min,Comedy,N/A,Aisling Bea,"Aisling Bea, Sharon Horgan, Tobias Menzies",A young woman puts her life back together after suffering from a nervous breakdown.,English,United Kingdom,Nominated for 1 BAFTA Award1 win & 4 nominations total,https://m.media-amazon.com/images/M/MV5BNjQwYTA4Y2YtYjYyNC00OTBjLTg0ZmEtMjZiMTRlYWU2NzEyXkEyXkFqcGdeQXVyMjM5NDQzNTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,"7,437",tt8430356,series,,,,,TRUE,2
Lightheaded,2009,N/A,4-Aug-09,5 min,"Animation, Short",Mike Dacko,Mike Dacko,N/A,Lightheaded is a journey we take with temperature sensitive candle creatures who sacrifice what they know to become who they are.,None,United States,1 win,https://m.media-amazon.com/images/M/MV5BZTRlNGQ5MjItYzRmMC00OTNiLWFlZWMtMTU0YzY3YjAxZDk4XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,145,tt1455195,movie,N/A,N/A,N/A,N/A,TRUE,
Realnyy papa,2008,N/A,17-Apr-08,100 min,Comedy,Sergey Bobrov,N/A,"Sergey Afanasev, Olga Babich, Viktor Balabanov","The life of Roman Shilo can be called settled, or monotonous - how to look. He is under forty, he is a bachelor, whose life flows in a standard circle - work-home, home-work. Roman devotes his lonely evenings to the only passion -...",Russian,Russia,3 nominations,https://m.media-amazon.com/images/M/MV5BNDU4YWRjMzUtM2IxZS00NDlmLWI1ZjUtYzU4MzQzODIwZGE0XkEyXkFqcGdeQXVyMTAxMTQ3ODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}]",N/A,4.4,202,tt1482229,movie,N/A,N/A,N/A,N/A,TRUE,
Delivery,2005,N/A,8-Nov-05,9 min,"Animation, Short, Sci-Fi",Till Nowak,Till Nowak,N/A,An old man lives a lonely life under the dark shadows of industrial smog. One day he receives a mysterious package which gives him the ability to change his environment.,None,Germany,17 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMTM5NzYzNDcxMF5BMl5BanBnXkFtZTcwNDY2MzQwOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,460,tt0756639,movie,N/A,N/A,N/A,N/A,TRUE,
Banana,2010,TV-Y7,14-Dec-10,4 min,"Animation, Short, Comedy","Kyle Balda, Samuel Tourneux",Pierre Coffin,Pierre Coffin,The minions chase a banana and apple around the lab.,English,"United States, France",N/A,https://m.media-amazon.com/images/M/MV5BMzMwYjc1N2MtY2U2Ny00MTc3LTk1YWQtYzE3NmM5NWQ2YzkyXkEyXkFqcGdeQXVyMzAzODY0NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,"3,344",tt1814643,movie,N/A,N/A,N/A,N/A,TRUE,
Nocturne,2020,Not Rated,13-Oct-20,90 min,"Drama, Horror, Music",Zu Quirke,Zu Quirke,"Sydney Sweeney, Madison Iseman, Jacques Colimon",An incredibly gifted pianist makes a Faustian bargain to overtake her older sister at a prestigious institution for classical musicians.,English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BNjU3NGRlOGUtMGYzMS00YzJkLWE2NzMtMTM0YmZmNjBiZTZkXkEyXkFqcGdeQXVyODE0OTU5Nzg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,5.7,"10,376",tt11044858,movie,13-Oct-20,N/A,N/A,N/A,TRUE,
The Emoji Movie,2017,PG,28-Jul-17,86 min,"Animation, Adventure, Comedy",Tony Leondis,"Tony Leondis, Eric Siegel, Mike White","T.J. Miller, James Corden, Anna Faris","Gene, a multi-expressional emoji, sets out on a journey to become a normal emoji.","English, Spanish",United States,6 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BMTkzMzM3OTM2Ml5BMl5BanBnXkFtZTgwMDM0NDU3MjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '6%'}, {'Source': 'Metacritic', 'Value': '12/100'}]",12,3.4,"67,967",tt4877122,movie,24-Oct-17,"$86,089,513 ",N/A,N/A,TRUE,
Wolfman,1979,PG,1-Feb-79,102 min,Horror,Worth Keeter,Worth Keeter,"Earl Owensby, Kristina Reynolds, Sid Rancer",A man finds out that his family has a werewolf curse put upon them.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjlmNGVlZWMtZjE1Ny00MTRjLTlhOGMtNmI1OTBkMmE0YjRiXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.0/10'}]",N/A,3,420,tt0141996,movie,25-Oct-19,N/A,N/A,N/A,TRUE,
Bedeviled,2016,R,22-Oct-16,98 min,"Horror, Mystery, Thriller","Abel Vang, Burlee Vang","Abel Vang, Burlee Vang","Saxon Sharbino, Mitchell Edwards, Brandon Soo Hoo",Five friends are terrorized by a supernatural entity after downloading a mysterious app.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNzU3OGQ5YmMtODc4Zi00ODgzLWFhNmQtODVhYzE2YjUzZWRkXkEyXkFqcGdeQXVyNjg2NzEwNTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}]",N/A,4.2,"3,430",tt4998772,movie,26-Sep-17,N/A,N/A,N/A,TRUE,
The Saint,1997,PG-13,4-Apr-97,116 min,"Action, Adventure, Romance",Phillip Noyce,"Leslie Charteris, Jonathan Hensleigh, Wesley Strick","Val Kilmer, Elisabeth Shue, Rade Serbedzija","Simon Templar (The Saint), is a thief for hire, whose latest job to steal the secret process for cold fusion puts him at odds with a traitor bent on toppling the Russian government, as well as the woman who holds its secret.","English, Russian",United States,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BNmM3MjI2YjUtYjk1MS00M2VjLWI4MmUtM2UyYWQyNTVlZGE5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,6.2,"70,616",tt0120053,movie,6-Oct-98,"$61,363,304 ",N/A,N/A,TRUE,
I Zombie: The Chronicles of Pain,1998,N/A,18-Feb-14,79 min,"Drama, Horror",Andrew Parkinson,Andrew Parkinson,"Giles Aspen, Ellen Softley, Dean Sipling",A young man gets infected and gradually starts turning into a zombie.,English,United Kingdom,1 win,https://m.media-amazon.com/images/M/MV5BMjEzMzcyNDY4OF5BMl5BanBnXkFtZTcwNDI0MTAyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",N/A,5.4,771,tt0210740,movie,N/A,N/A,N/A,N/A,TRUE,
Opération gas-oil,1956,N/A,N/A,N/A,"Documentary, Short",Philippe de Broca,Philippe de Broca,N/A,N/A,French,France,N/A,N/A,[],N/A,N/A,N/A,tt0844743,movie,N/A,N/A,N/A,N/A,TRUE,
Collaborator,2011,Not Rated,13-Jul-12,87 min,"Comedy, Drama, Thriller",Martin Donovan,Martin Donovan,"Martin Donovan, David Morse, Olivia Williams","A playwright whose marriage and career are in a free fall has an explosive run-in with his former neighbor, a right-wing ex-con.",English,"United States, Canada",2 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BMjE4NDE1OTkzMl5BMl5BanBnXkFtZTcwNjQ2OTg5Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6,873,tt1555058,movie,5-Mar-13,N/A,N/A,N/A,TRUE,
Being George Clooney,2016,N/A,15-Oct-16,88 min,Documentary,Paul Mariano,Paul Mariano,"Christian Brückner, Francesco Pannofino, Samuel Labarthe","A documentary that delves into the creative, often humorous world of audio dubbing a Hollywood motion picture for the international market.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTgxNDg4NjA3NF5BMl5BanBnXkFtZTgwNTA2OTkyMTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,279,tt3562572,movie,24-Nov-16,N/A,N/A,N/A,TRUE,
The Hippopotamus,2017,Not Rated,1-Aug-17,89 min,Comedy,John Jencks,"Stephen Fry, Blanche McIntyre, Tom Hodgson","Roger Allam, Tim Charles, Rod Glenn",Disgraced poet Ted Wallace is summoned to his friend's country manor to investigate a series of unexplained miracles.,English,United Kingdom,1 nomination,https://m.media-amazon.com/images/M/MV5BMDU3YTNhZTYtOTJmMS00MDZmLTljZTYtZjkyMjZhMjRlMmU1XkEyXkFqcGdeQXVyMzgyNTM5NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,6.4,"4,173",tt3758708,movie,1-Aug-17,N/A,N/A,N/A,TRUE,
Dragstrip Girl,1994,R,2-Sep-94,82 min,Drama,Mary Lambert,Jerome Gary,"Mark Dacascos, Natasha Gregson Wagner, María Celedonio","Johnny is a bad guy who is trying to go straight and becomes smitten with Laura, a wealthy good girl who is rebelling against her parents by pretending to go steady with him, all set among the backdrop of 1950s Los Angeles.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BN2Q1ZjFhYWUtN2ZiNi00NTk3LWEyYjUtNTRkYjBmMTMxOGJhXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}]",N/A,4.6,206,tt0109662,movie,22-Jan-02,N/A,N/A,N/A,TRUE,
Dying to Belong,1997,Not Rated,24-Feb-97,120 min,Drama,William A. Graham,Ron McGee,"Hilary Swank, Sarah Chalke, Jenna von Oÿ","When a girl's friend is killed by a college hazing, she is the only one who can find out the truth.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTQ2MTI3MTA3MV5BMl5BanBnXkFtZTcwNDU0NTUxMg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,5.5,934,tt0119031,movie,25-Oct-05,N/A,N/A,N/A,TRUE,
Eating,1990,R,30-Nov-90,110 min,"Comedy, Drama",Henry Jaglom,Henry Jaglom,"Frances Bergen, Lisa Blake Richards, Nelly Alard","A group of young and middle-aged women gather for the birthday party of a friend and talk about their lives and food they cook for their husbands, boyfriends, or themselves.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BOTE3ZjMwOTktNDc2Yi00N2NiLTk3YzctM2ExMzM5MGY4M2ViXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,6.2,308,tt0099480,movie,30-Nov-04,"$2,100,538 ",N/A,N/A,TRUE,
Getting Out,1994,N/A,25-Apr-94,100 min,Drama,John Korty,"Marsha Norman, Eugene Corr, Ruth Shapiro","Rebecca De Mornay, Robert Knepper, Carol Mitchell-Leon",A woman has to put her life back together after getting out of prison.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNjMwZmZhYzItOTg5ZC00N2IxLWI4NTktZDI1MDEyOTlhNTQxXkEyXkFqcGdeQXVyNzMwOTY2NTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",N/A,5.9,269,tt0109894,movie,5-Jul-05,N/A,N/A,N/A,TRUE,
